tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***75000,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1017,W/S,WYCHWOOD AVE,S/O,ST CLAIR AVE W,ON
***78730,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1017,OPP,122 SCOLLARD ST,,,ON
***20617,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1018,NR,1110 BRIAR HILL AVE,,,ON
***06046,20240127,192,STAND SIGNED TRANSIT STOP,150,1018,NR,2195 GERRARD ST E,,,ON
***69716,20240127,2,PARK - LONGER THAN 3 HOURS,30,1018,OPP,27 ORPINGTON CRES,,,ON
***80721,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1018,N/S,EGLINTON AVE W,W/O,CASTLE KNOCK RD,ON
***86234,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1019,OPP,1042 GERRARD ST E,,,ON
***20618,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1019,NR,1110 BRIAR HILL AVE,,,ON
***69717,20240127,2,PARK - LONGER THAN 3 HOURS,30,1019,OPP,27 ORPINGTON CRES,,,ON
***78731,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1019,OPP,120 SCOLLARD ST,,,ON
***80051,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1019,OPP,66 OAKMOUNT RD,,,ON
***80722,20240127,192,STAND SIGNED TRANSIT STOP,150,1019,N/S,EGLINTON AVE W,E/O,CASTLE KNOCK RD,ON
***10185,20240127,3,PARK ON PRIVATE PROPERTY,75,1020,,1 OAK ST,,,ON
***86572,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1020,NR,209 YONGE ST,,,ON
***22798,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1020,OPP,180 QUEEN ST W,,,ON
***60055,20240127,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1020,S/S,DAVENPORT RD,W/O,UXBRIDGE AVE,ON
***60056,20240127,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1020,S/S,DAVENPORT RD,W/O,UXBRIDGE AVE,ON
***69718,20240127,2,PARK - LONGER THAN 3 HOURS,30,1020,NR,27 ORPINGTON CRES,,,ON
***80238,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1020,NR,2161 DUNDAS ST W,,,ON
***86235,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1021,NR,1031 GERRARD ST E,,,ON
***60057,20240127,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1021,S/S,DAVENPORT RD,W/O,UXBRIDGE AVE,ON
***66201,20240127,30,STOP-(ON/OVER) (SIDEWK/FTPATH),150,1021,NR,151 GAMMA ST,,,ON
***69719,20240127,2,PARK - LONGER THAN 3 HOURS,30,1021,NR,27 ORPINGTON CRES,,,ON
***78732,20240127,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1021,OPP,120 SCOLLARD ST,,,ON
***97910,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1021,NR,24 SEELEY DR,,,ON
***10186,20240127,3,PARK ON PRIVATE PROPERTY,75,1022,,1 OAK ST,,,ON
***86236,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1022,NR,1031 GERRARD ST E,,,ON
***69720,20240127,2,PARK - LONGER THAN 3 HOURS,30,1022,OPP,27 ORPINGTON CRES,,,ON
***76903,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1022,NR,709 COLLEGE ST,,,ON
***80723,20240127,8,STAND VEH.-PROHIBIT TIME/DAY,100,1022,N/S,EGLINTON AVE W,E/O,CASTLE KNOCK RD,ON
***80724,20240127,8,STAND VEH.-PROHIBIT TIME/DAY,100,1022,N/S,EGLINTON AVE W,E/O,CASTLE KNOCK RD,ON
***97911,20240127,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1022,NR,24 SEELEY DR,,,ON
***81998,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1023,NR,227 VICTORIA ST,,,ON
***86237,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1023,NR,1031 GERRARD ST E,,,ON
***01298,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1023,N/S,NASSAU ST,W/O,LIPPINCOTT ST,ON
***02980,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1023,NR,826 DANFORTH AVE,,,ON
***66581,20240127,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1023,OPP,15 POYNTZ AVE,,,ON
***69721,20240127,2,PARK - LONGER THAN 3 HOURS,30,1023,NR,27 ORPINGTON CRES,,,ON
***76904,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1023,NR,709 COLLEGE ST,,,ON
***80052,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1023,NR,17 OAKMOUNT RD,,,ON
***80239,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1023,NR,2178 DUNDAS ST W,,,ON
***10187,20240127,3,PARK ON PRIVATE PROPERTY,75,1024,,1 OAK ST,,,ON
***69726,20240127,4,PARK ON MUNICIPAL PROPERTY,75,1024,,100 PRINCES BLVD,,,ON
***19134,20240127,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1024,OPP,45 CHARLES ST E,,,ON
***60058,20240127,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1024,N/S,DAVENPORT RD,W/O,UXBRIDGE AVE,ON
***75001,20240127,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1024,OPP,121 ALBERTA AVE,,,ON
***80240,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1024,NR,2168 DUNDAS ST W,,,ON
***10188,20240127,3,PARK ON PRIVATE PROPERTY,75,1025,,1 OAK ST,,,ON
***69722,20240127,2,PARK - LONGER THAN 3 HOURS,30,1025,NR,27 ORPINGTON CRES,,,ON
***80053,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1025,NR,7 OAKMOUNT RD,,,ON
***10189,20240127,3,PARK ON PRIVATE PROPERTY,75,1026,,1 OAK ST,,,ON
***86573,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1026,NR,340 YONGE ST,,,ON
***38243,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1026,NR,485 WELLINGTON ST W,,,ON
***60059,20240127,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1026,N/S,DAVENPORT RD,W/O,UXBRIDGE AVE,ON
***76905,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1026,NR,690 COLLEGE ST,,,ON
***81134,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1026,NR,2101 DUNDAS ST W,,,ON
***28945,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1027,NR,77 MUTUAL ST,,,ON
***38488,20240127,16,PARK-WITHIN 9M INTERSECT ROAD,50,1027,NR,2 SPROAT AVE,,,ON
***60060,20240127,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1027,N/S,DAVENPORT RD,W/O,UXBRIDGE AVE,ON
***81135,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1027,NR,2111 DUNDAS ST W,,,ON
***81136,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1027,NR,2111 DUNDAS ST W,,,ON
***73328,20240127,314,PARK - NOT WITHIN PERIOD,75,1028,AT,6 SHERWOOD AVENUE,,,ON
***55825,20240127,49,FAIL TO PARK/STOP PARALL. RGHT,30,1028,NR,19 INDIAN MOUND CRES,,,ON
***60061,20240127,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1028,N/S,DAVENPORT RD,W/O,UXBRIDGE AVE,ON
***69723,20240127,2,PARK - LONGER THAN 3 HOURS,30,1028,NR,25 ORPINGTON CRES,,,ON
***76906,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1028,NR,674 COLLEGE ST,,,ON
***78733,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1028,NR,106 YORKVILLE AVE,,,ON
***06047,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1029,NR,2182 QUEEN ST E,,,ON
***69724,20240127,2,PARK - LONGER THAN 3 HOURS,30,1029,NR,30 ORPINGTON CRES,,,ON
***76907,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1029,NR,672 COLLEGE ST,,,ON
***23737,20240127,3,PARK ON PRIVATE PROPERTY,75,1030,,213 HURON ST,,,ON
***10190,20240127,3,PARK ON PRIVATE PROPERTY,75,1030,,1 OAK ST,,,ON
***80911,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1030,NR,36 BRENTWOOD RD N,,,ON
***38244,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1030,NR,485 WELLINGTON ST W,,,ON
***69725,20240127,2,PARK - LONGER THAN 3 HOURS,30,1030,NR,30 ORPINGTON CRES,,,ON
***76908,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1030,NR,662 COLLEGE ST,,,ON
***76909,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1030,NR,658 COLLEGE ST,,,ON
***78734,20240127,415,PARK COMMERC LOAD ZONE NOT LDG,40,1030,NR,106 YORKVILLE AVE,,,ON
***80054,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1030,NR,1820 BLOOR ST W,,,ON
***80912,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1031,NR,36 BRENTWOOD RD N,,,ON
***66202,20240127,2,PARK - LONGER THAN 3 HOURS,30,1031,NR,92 FORTY FIRST ST,,,ON
***69726,20240127,2,PARK - LONGER THAN 3 HOURS,30,1031,NR,30 ORPINGTON CRES,,,OH
***76910,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1031,NR,650 COLLEGE ST,,,ON
***78735,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1031,NR,106 YORKVILLE AVE,,,ON
***80055,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1031,NR,1830 BLOOR ST W,,,ON
***80913,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1032,NR,6 BRENTWOOD RD N,,,ON
***69727,20240127,2,PARK - LONGER THAN 3 HOURS,30,1032,NR,30 ORPINGTON CRES,,,ON
***78736,20240127,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1032,NR,90 YORKVILLE AVE,,,ON
***80056,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1032,NR,1836 BLOOR ST W,,,ON
***86238,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1033,NR,993 GERRARD ST E,,,ON
***80914,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1033,NR,6 BRENTWOOD RD N,,,ON
***81137,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1033,NR,2037 DUNDAS ST W,,,ON
***81138,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1033,NR,2037 DUNDAS ST W,,,ON
***86239,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1034,NR,987 GERRARD ST E,,,ON
***69154,20240127,2,PARK - LONGER THAN 3 HOURS,30,1034,NR,22 INVERARY CRES,,,ON
***66582,20240127,434,PARK UNAUTH VEH ELEC CHG STN,60,1034,N/S,GLENDORA AVE,E/O,YONGE ST,ON
***69728,20240127,2,PARK - LONGER THAN 3 HOURS,30,1034,NR,24 ORPINGTON CRES,,,ON
***76911,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1034,NR,675 COLLEGE ST,,,ON
***13996,20240127,3,PARK ON PRIVATE PROPERTY,75,1035,,4700 KEELE ST,,,ON
***34059,20240127,3,PARK ON PRIVATE PROPERTY,75,1035,,4700 KEELE ST,,,ON
***73329,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1035,AT,6 SHERWOOD AVENUE,,,ON
***86240,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1035,NR,985 GERRARD ST E,,,ON
***02981,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1035,NR,210 PARKMOUNT RD,,,ON
***69729,20240127,2,PARK - LONGER THAN 3 HOURS,30,1035,NR,24 ORPINGTON CRES,,,ON
***78737,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1035,NR,90 YORKVILLE AVE,,,ON
***80057,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1035,OPP,1862 BLOOR ST W,,,ON
***97912,20240127,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1035,OPP,5 AGATE RD,,,ON
***01299,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1036,NR,784 DUNDAS ST W,,,ON
***81439,20240127,29,PARK PROHIBITED TIME NO PERMIT,30,1036,NR,123 FREDERICK ST,,,ON
***86574,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1036,NR,619 YONGE ST,,,ON
***69511,20240127,3,PARK ON PRIVATE PROPERTY,75,1037,,2275 BAYVIEW AVE,,,ON
***20619,20240127,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1037,S/S,GLENBROOK AVE,E/O,DUFFERIN ST,ON
***80915,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1037,NR,3048 BLOOR ST W,,,ON
***78893,20240127,2,PARK - LONGER THAN 3 HOURS,30,1037,OPP,20 ORPINGTON CRES,,,ON
***80058,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1037,OPP,1836 BLOOR ST W,,,ON
***81139,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1037,NR,1995 DUNDAS ST W,,,ON
***23738,20240127,3,PARK ON PRIVATE PROPERTY,75,1038,,60 ST GEORGE ST,,,ON
***81999,20240127,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1038,NR,200 VICTORIA ST,,,ON
***01300,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1038,NR,796 DUNDAS ST W,,,CA
***38245,20240127,8,STAND VEH.-PROHIBIT TIME/DAY,100,1038,NR,462 FRONT ST W,,,ON
***78894,20240127,2,PARK - LONGER THAN 3 HOURS,30,1038,NR,20 ORPINGTON CRES,,,ON
***82000,20240127,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1039,NR,200 VICTORIA ST,,,ON
***02982,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1039,W/S,MONARCH PARK AVE,S/O,DANFORTH AVE,ON
***78738,20240127,415,PARK COMMERC LOAD ZONE NOT LDG,40,1039,NR,136 CUMBERLAND ST,,,ON
***78895,20240127,2,PARK - LONGER THAN 3 HOURS,30,1039,NR,20 ORPINGTON CRES,,,ON
***81266,20240127,3,PARK ON PRIVATE PROPERTY,75,1040,AT,128 FAIRVIEW MALL DR,,,ON
***38246,20240127,8,STAND VEH.-PROHIBIT TIME/DAY,100,1040,NR,462 FRONT ST W,,,ON
***78896,20240127,2,PARK - LONGER THAN 3 HOURS,30,1040,NR,20 ORPINGTON CRES,,,ON
***01301,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1041,NR,821 DUNDAS ST W,,,ON
***02983,20240127,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1041,NR,1435 DANFORTH AVE,,,ON
***81267,20240127,3,PARK ON PRIVATE PROPERTY,75,1041,AT,128 FAIRVIEW MALL DR,,,ON
***81440,20240127,29,PARK PROHIBITED TIME NO PERMIT,30,1041,E/S,FREDERICK ST,S/O,THE ESPLANADE,ON
***78897,20240127,2,PARK - LONGER THAN 3 HOURS,30,1041,NR,12 ORPINGTON CRES,,,ON
***81140,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1041,NR,1677 DUNDAS ST W,,,ON
***19135,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1042,OPP,650 CHURCH ST,,,ON
***85278,20240127,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1042,NR,200 VICTORIA ST,,,AB
***28946,20240127,2,PARK - LONGER THAN 3 HOURS,30,1042,S/S,DOWNES ST,E/O,COOPER ST,ON
***38247,20240127,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1042,NR,576 FRONT ST W,,,ON
***66203,20240127,134,PARK-SIGNED HWY-PUBLIC LANE,40,1042,S/S,MORRISON ST,W/O,THIRTEENTH ST,ON
***69512,20240127,3,PARK ON PRIVATE PROPERTY,75,1043,,2275 BAYVIEW AVE,,,ON
***86241,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1043,NR,778 GERRARD ST E,,,ON
***38248,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1043,NR,576 FRONT ST W,,,ON
***38489,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1043,NR,1122 QUEEN ST E,,,ON
***66204,20240127,134,PARK-SIGNED HWY-PUBLIC LANE,40,1043,S/S,MORRISON ST,W/O,THIRTEENTH ST,ON
***78898,20240127,2,PARK - LONGER THAN 3 HOURS,30,1043,NR,12 ORPINGTON CRES,,,OK
***80059,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1043,OPP,1820 BLOOR ST W,,,ON
***81268,20240127,3,PARK ON PRIVATE PROPERTY,75,1044,AT,128 FAIRVIEW MALL DR,,,ON
***81441,20240127,29,PARK PROHIBITED TIME NO PERMIT,30,1044,OPP,24 FREDERICK ST,,,ON
***18116,20240127,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1044,OPP,2389 ST CLAIR AVE W,,,ON
***28947,20240127,2,PARK - LONGER THAN 3 HOURS,30,1044,S/S,DOWNES ST,E/O,COOPER ST,ON
***28948,20240127,2,PARK - LONGER THAN 3 HOURS,30,1044,S/S,DOWNES ST,E/O,COOPER ST,ON
***66205,20240127,134,PARK-SIGNED HWY-PUBLIC LANE,40,1044,S/S,MORRISON ST,W/O,THIRTEENTH ST,AB
***66583,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1044,N/S,ELMHURST AVE,W/O,YONGE ST,ON
***78899,20240127,2,PARK - LONGER THAN 3 HOURS,30,1044,NR,12 ORPINGTON CRES,,,ON
***80060,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1044,OPP,1820 BLOOR ST W,,,ON
***81141,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1044,NR,1573 DUNDAS ST W,,,ON
***86242,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1045,NR,696 GERRARD ST E,,,ON
***01302,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1045,NR,783 DUNDAS ST W,,,QC
***73950,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1045,NR,120 COSBURN AVE,,,ON
***78900,20240127,2,PARK - LONGER THAN 3 HOURS,30,1045,NR,12 ORPINGTON CRES,,,ON
***18117,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1046,NR,27 HAGAR AVE,,,ON
***38490,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1046,NR,1099 QUEEN ST E,,,ON
***81142,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1046,NR,1591 DUNDAS ST W,,,ON
***28949,20240127,2,PARK - LONGER THAN 3 HOURS,30,1047,S/S,DOWNES ST,E/O,COOPER ST,ON
***78901,20240127,2,PARK - LONGER THAN 3 HOURS,30,1047,NR,4 ORPINGTON CRES,,,ON
***69513,20240127,3,PARK ON PRIVATE PROPERTY,75,1048,,2275 BAYVIEW AVE,,,ON
***86243,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1048,NR,644 GERRARD ST E,,,ON
***81442,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1048,N/S,ALBERT FRANCK PL,E/O,GEORGE ST S,ON
***86575,20240127,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1048,NR,180 BLOOR ST W,,,ON
***22799,20240127,3,PARK ON PRIVATE PROPERTY,75,1048,AT,77 GRENVILLE ST,,,ON
***28950,20240127,2,PARK - LONGER THAN 3 HOURS,30,1048,S/S,DOWNES ST,E/O,COOPER ST,ON
***81143,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1048,NR,1594 DUNDAS ST W,,,ON
***97913,20240127,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1048,NR,32 RIVALDA RD,,,ON
***98578,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1048,OPP,594 DUNDAS ST W,,,ON
***73951,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1049,NR,100 COSBURN AVE,,,ON
***66206,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1049,NR,131 FIFTH ST,,,ON
***80061,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1049,OPP,1926 BLOOR ST W,,,ON
***86244,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1050,NR,618 GERRARD ST E,,,ON
***18118,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1050,NR,49 HAGAR AVE,,,ON
***22800,20240127,3,PARK ON PRIVATE PROPERTY,75,1050,AT,77 GRENVILLE ST,,,ON
***80062,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1050,OPP,1932 BLOOR ST W,,,ON
***98579,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1050,OPP,568 DUNDAS ST W,,,ON
***78341,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1052,AT,695 LANDSDOWNE AVENUE,,,ON
***86245,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1052,OPP,588 GERRARD ST E,,,ON
***80063,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1052,OPP,1946 BLOOR ST W,,,ON
***81443,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1053,NR,185 FREDERICK ST,,,ON
***18119,20240127,192,STAND SIGNED TRANSIT STOP,150,1053,NR,2393 ST CLAIR AVE W,,,ON
***66207,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1053,NR,133 FIFTH ST,,,ON
***81144,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1053,NR,1505 DUNDAS ST W,,,ON
***69514,20240127,3,PARK ON PRIVATE PROPERTY,75,1054,,2275 BAYVIEW AVE,,,ON
***86246,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1054,OPP,608 GERRARD ST E,,,ON
***85279,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1055,NR,51 MUTUAL ST,,,ON
***86247,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1055,OPP,618 GERRARD ST E,,,ON
***01303,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1055,NR,610 QUEEN ST W,,,QC
***38491,20240127,192,STAND SIGNED TRANSIT STOP,150,1055,NR,985 QUEEN ST E,,,ON
***78739,20240127,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,1055,NR,99 HAZELTON AVE,,,ON
***80064,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1055,OPP,1982 BLOOR ST W,,,ON
***38249,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1056,NR,106 HOUSEY ST,,,ON
***81145,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1056,NR,1518 DUNDAS ST W,,,ON
***98580,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1056,OPP,558 DUNDAS ST W,,,ON
***85280,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1057,NR,53 MUTUAL ST,,,ON
***81444,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1057,OPP,180 FREDERICK ST,,,ON
***13997,20240127,3,PARK ON PRIVATE PROPERTY,75,1058,,4700 KEELE ST,,,ON
***75551,20240127,314,PARK - NOT WITHIN PERIOD,75,1058,AT,803 RICHMOND ST. W,,,ON
***78342,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1058,AT,695 LANDSDOWNE AVENUE,,,ON
***86248,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1058,OPP,618 GERRARD ST E,,,ON
***76912,20240127,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,1058,OPP,6 COOLMINE RD,,,ON
***78343,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1059,AT,695 LANDSDOWNE AVENUE,,,ON
***78111,20240127,2,PARK - LONGER THAN 3 HOURS,30,1059,NR,3010 QUEEN ST E,,,ON
***81445,20240127,370,STAND UNAUTH VEH. CAR SHARE,60,1059,NR,180 FREDERICK ST,,,ON
***22801,20240127,3,PARK ON PRIVATE PROPERTY,75,1059,AT,149 COLLEGE ST,,,ON
***60062,20240127,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1059,NR,10 HERTFORD AVE,,,ON
***80725,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1059,E/S,BAYVIEW AVE,S/O,FLEMING CRES,ON
***75552,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1100,AT,803 RICHMOND ST. W,,,ON
***78112,20240127,2,PARK - LONGER THAN 3 HOURS,30,1100,NR,3010 QUEEN ST E,,,ON
***02984,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1100,NR,1497 GERRARD ST E,,,ON
***28951,20240127,3,PARK ON PRIVATE PROPERTY,75,1100,AT,39 QUEENS QUAY E,,,ON
***33823,20240127,3,PARK ON PRIVATE PROPERTY,75,1100,AT,39 QUEENS QUAY E,,,ON
***80065,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1100,NR,2109 BLOOR ST W,,,ON
***75553,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1101,AT,803 RICHMOND ST. W,,,ON
***78113,20240127,2,PARK - LONGER THAN 3 HOURS,30,1101,NR,3010 QUEEN ST E,,,ON
***85281,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1101,NR,103 MUTUAL ST,,,ON
***01304,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1101,W/S,PALMERSTON AVE,N/O,QUEEN ST W,ON
***06048,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1101,NR,2068 QUEEN ST E,,,ON
***87866,20240127,8,STAND VEH.-PROHIBIT TIME/DAY,100,1101,NR,160 FREDERICK ST,,,ON
***38250,20240127,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1101,NR,70 DAN LECKIE WAY,,,ON
***60063,20240127,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1101,NR,10 HERTFORD AVE,,,ON
***81146,20240127,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1101,NR,400 DUFFERIN ST,,,ON
***97914,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1101,NR,89 CLUBHOUSE CRT,,,ON
***46892,20240127,347,PARK IN A FIRE ROUTE,250,1102,,47 THORNCLIFFE PARK DR,,,ON
***78114,20240127,2,PARK - LONGER THAN 3 HOURS,30,1102,NR,3010 QUEEN ST E,,,ON
***78115,20240127,2,PARK - LONGER THAN 3 HOURS,30,1102,NR,3010 QUEEN ST E,,,ON
***80726,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1102,E/S,BAYVIEW AVE,S/O,FLEMING CRES,ON
***80727,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1102,E/S,BAYVIEW AVE,S/O,FLEMING CRES,ON
***13998,20240127,3,PARK ON PRIVATE PROPERTY,75,1103,,4700 KEELE ST,,,ON
***75554,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1103,AT,803 RICHMOND ST. W,,,ON
***01305,20240127,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1103,NR,2 PALMERSTON AVE,,,ON
***38492,20240127,207,PARK MACHINE-REQD FEE NOT PAID,30,1103,OPP,970 QUEEN ST E,,,ON
***75555,20240127,312,PARKING MACH-NOT USED/NO FEE,75,1104,AT,803 RICHMOND ST. W,,,ON
